word	concreteness	familiarity	imageability	age_of_acquisition	freq_zh	log_freq_zh	context_div_zh	freq_mn
垃圾	5.5	6.785714	5.65	6.666666666666667	7408.0	33953.0	1485.0	3
卤素灯	NA	NA	NA	NA	NA	NA	NA	1
餐巾	6.15	NA	5.85	NA	283.0	19777.0	71.0	1
鸡排	NA	NA	NA	NA	NA	NA	NA	6
机械	5.8	5.64	5.15	11.380952380952381	1189.0	2601.0	246.0	1
义大利菜	NA	NA	NA	NA	NA	NA	NA	1
母牛	6.05	NA	5.2	NA	NA	NA	NA	2
棒球击球手	NA	NA	NA	NA	NA	NA	NA	3
龙舟	5.35	5.875	5.85	10.6	15.0	699.0	1.0	1
宝马	NA	NA	NA	NA	319.0	20294.0	58.0	1
架子床	NA	NA	NA	NA	NA	NA	NA	1
花苞	6.05	6.099265	5.4	NA	3.0	0.0	1.0	1
裙	NA	NA	NA	NA	838.0	24487.0	175.0	9
象征	4.2	6.035714	2.6	13.761904761904763	1258.0	26253.0	337.0	1
肉	NA	NA	NA	NA	7321.0	33902.0	1292.0	14
钢琴	6.2	6.566667	6.4	12.0	2194.0	28669.0	314.0	1
轮滑者	NA	NA	NA	NA	NA	NA	NA	1
吊车	5.4	6.076923	5.35	8.705882352941176	11.0	15682.0	13.0	2
小孩的脸	NA	NA	NA	NA	NA	NA	NA	1
轮胎	6.1	6.2	6.2	9.428571428571429	1556.0	27177.0	265.0	5
旺	NA	NA	NA	NA	307.0	20128.0	65.0	1
武器	4.85	6.31	5.35	9.428571428571429	10892.0	35628.0	1476.0	1
消防车	NA	5.565217	NA	10.045454545454545	155.0	1716.0	37.0	43
羽绒马甲	NA	NA	NA	NA	NA	NA	NA	1
木桩	5.65	NA	4.8	NA	194.0	18129.0	36.0	3
门脸	NA	NA	NA	NA	6.0	301.0	2.0	3
人脸	NA	NA	NA	NA	89.0	14771.0	26.0	9
度假	4.35	6.384615	4.5	10.5	2122.0	28525.0	490.0	1
羊头	NA	NA	NA	NA	NA	NA	NA	1
打电话	NA	6.333333	NA	8.24	33652.0	40527.0	3821.0	1
桌	NA	NA	NA	NA	1845.0	27917.0	403.0	10
耳环	6.2	6.045455	5.6	9.24	885.0	24728.0	169.0	1
红色货车	NA	NA	NA	NA	NA	NA	NA	1
球衣	NA	5.809524	NA	9.68421053	203.0	18325.0	42.0	12
牵牛花	NA	NA	NA	NA	8.0	14314.0	13.0	1
的	NA	NA	NA	NA	5015513.0	6226.0	6243.0	1
汽修店	NA	NA	NA	NA	NA	NA	NA	1
越野滑雪	NA	NA	NA	NA	NA	NA	NA	1
充气垫	NA	NA	NA	NA	NA	NA	NA	1
砖	NA	NA	NA	NA	575.0	22856.0	111.0	3
麻雀	6.1	6.12	6.0	7.6875	176.0	17709.0	34.0	1
板凳	5.8	6.633333	5.8	6.21052632	188.0	17993.0	40.0	1
水牛	5.95	NA	5.6	NA	319.0	20294.0	52.0	2
办公设备	NA	NA	NA	NA	NA	NA	NA	1
太阳伞	NA	NA	NA	NA	NA	NA	NA	3
布料	5.2	5.826087	5.65	9.95238095	265.0	19494.0	63.0	1
宠物与主人	NA	NA	NA	NA	NA	NA	NA	1
球桌	NA	NA	NA	NA	NA	NA	NA	1
鹅	NA	NA	NA	NA	3.0	0.0	1.0	7
涂鸦	5.5	5.78	5.25	12.421052631578947	435.0	21644.0	103.0	1
收香蕉	NA	NA	NA	NA	NA	NA	NA	1
冲浪人	NA	NA	NA	NA	NA	NA	NA	1
路面	5.25	6.12	5.05	NA	161.0	17324.0	46.0	1
背影	5.4	6.366667	5.7	10.263157894736842	83.0	14472.0	26.0	17
房	NA	NA	NA	NA	7205.0	33833.0	1458.0	11
带狗的女人	NA	NA	NA	NA	NA	NA	NA	1
嘟嘟车	NA	NA	NA	NA	NA	NA	NA	1
孔雀	5.75	6.060606	6.1	8.66666667	194.0	18129.0	36.0	18
剪子	NA	NA	NA	NA	286.0	19823.0	56.0	3
皮划艇	NA	NA	NA	NA	42.0	11461.0	9.0	12
老奶奶	NA	6.12	NA	NA	289.0	19868.0	53.0	2
橡皮艇	NA	NA	NA	NA	39.0	11139.0	10.0	4
酱汁	NA	NA	NA	NA	NA	NA	NA	1
意粉	NA	NA	NA	NA	NA	NA	NA	7
牛排刀	NA	NA	NA	NA	NA	NA	NA	1
器皿	4.9	6.4	5.2	12.26923076923077	78.0	1415.0	22.0	1
亚洲人	NA	NA	NA	NA	NA	NA	NA	1
数	NA	NA	NA	NA	8069.0	34325.0	1634.0	1
运动员	NA	5.695652	NA	8.590909090909092	2027.0	28325.0	432.0	444
饼皮	NA	NA	NA	NA	NA	NA	NA	2
帐篷	6.1	6.045455	6.25	10.1	1163.0	25911.0	210.0	281
猪	NA	NA	NA	NA	5995.0	33034.0	864.0	1
脚	NA	NA	NA	NA	11435.0	35839.0	2058.0	4
桶子	5.15	NA	5.7	NA	NA	NA	NA	2
体恤	4.1	NA	3.15	NA	98.0	15185.0	25.0	4
天	NA	NA	NA	NA	151014.0	47047.0	6117.0	1
女球员	NA	NA	NA	NA	NA	NA	NA	1
表	NA	NA	NA	NA	451.0	31798.0	911.0	1
垃圾桶	NA	NA	NA	NA	745.0	23979.0	207.0	7
天主教大教堂	NA	NA	NA	NA	NA	NA	NA	1
救护车	NA	NA	NA	NA	2468.0	2918.0	538.0	2
草	NA	NA	NA	NA	2215.0	2871.0	513.0	1
到	NA	NA	NA	NA	415942.0	51447.0	6238.0	1
豪宅	NA	5.333333	NA	15.5	NA	NA	NA	1
大楼	5.15	5.884615	5.8	9.095238095238095	3655.0	30885.0	671.0	23
样	NA	NA	NA	NA	12.0	6021.0	4.0	1
米粉	5.85	6.0	6.0	8.954545454545455	24.0	9031.0	5.0	1
吃饭	5.5	6.769231	5.8	4.956521739130435	6364.0	33294.0	1459.0	3
过街天桥	NA	NA	NA	NA	NA	NA	NA	1
菜花	NA	NA	NA	NA	27.0	9542.0	6.0	1
泳衣	NA	5.666667	NA	10.368421052631579	396.0	21239.0	98.0	3
网球裙	NA	NA	NA	NA	NA	NA	NA	5
游戏杆	NA	NA	NA	NA	NA	NA	NA	1
架子	4.75	6.416667	3.7	9.25	85.0	24548.0	217.0	3
海军飞机	NA	NA	NA	NA	NA	NA	NA	1
汽船	5.7	NA	5.2	NA	42.0	11461.0	11.0	1
双板	NA	NA	NA	NA	NA	NA	NA	2
驳船	4.1	NA	4.4	NA	45.0	11761.0	9.0	1
乒乓球桌	NA	NA	NA	NA	NA	NA	NA	12
木栅栏	NA	NA	NA	NA	NA	NA	NA	1
萨其马	NA	NA	NA	NA	3.0	0.0	1.0	1
偷窥	5.2	5.234043	4.3	12.4	566.0	22788.0	154.0	1
选美小姐	NA	NA	NA	NA	NA	NA	NA	1
牛	NA	NA	NA	NA	5932.0	32989.0	921.0	489
老宅	NA	NA	NA	NA	18.0	7782.0	3.0	1
餐桌	6.25	6.307692	5.45	6.26315789	59.0	22967.0	171.0	48
门牌号码	NA	NA	NA	NA	NA	NA	NA	1
客人	5.3	6.230769	5.45	6.947368421052632	578.0	32876.0	1171.0	1
祖母	5.95	5.954545	5.9	6.368421052631579	172.0	27612.0	305.0	1
溜冰	5.35	5.66	6.15	11.481481481481481	483.0	22095.0	76.0	11
烩面	NA	NA	NA	NA	NA	NA	NA	1
盆	NA	NA	NA	NA	629.0	23243.0	157.0	15
王球员	NA	NA	NA	NA	NA	NA	NA	2
瓶	NA	NA	NA	NA	5929.0	32986.0	1225.0	2
艺术展	NA	NA	NA	NA	83.0	14472.0	23.0	1
小便池	NA	NA	NA	NA	NA	NA	NA	10
南瓜	6.05	6.366667	6.25	6.260869565217392	894.0	24771.0	151.0	1
牛油刀	NA	NA	NA	NA	NA	NA	NA	3
沙滩帐篷	NA	NA	NA	NA	NA	NA	NA	1
狗	NA	NA	NA	NA	35199.0	40722.0	2627.0	527
停车房	NA	NA	NA	NA	NA	NA	NA	1
被子	5.45	6.692308	5.9	5.631578947368421	37.0	20934.0	106.0	21
滑雪选手	NA	NA	NA	NA	NA	NA	NA	1
房车	NA	5.095238	NA	13.0	NA	NA	NA	4
中年妇女	NA	NA	NA	NA	NA	NA	NA	1
法庭	5.25	6.14881	5.6	13.368421052631579	6922.0	33659.0	893.0	2
高地牛	NA	NA	NA	NA	NA	NA	NA	1
伙计	4.85	6.5	4.7	10.04	44902.0	41779.0	3387.0	1
空间	3.6	6.04	4.35	11.722222222222221	4427.0	31717.0	906.0	1
顶篷	NA	NA	NA	NA	NA	NA	NA	1
飞盘玩家	NA	NA	NA	NA	NA	NA	NA	1
护栏	NA	5.888889	NA	10.571428571428571	131.0	16435.0	32.0	4
顶棚	NA	4.257143	NA	11.105263157894736	57.0	12788.0	15.0	8
浴巾	5.7	NA	5.85	NA	167.0	17482.0	44.0	1
男孩女孩	NA	NA	NA	NA	NA	NA	NA	1
车顶盖	NA	NA	NA	NA	NA	NA	NA	1
完全帽	NA	NA	NA	NA	NA	NA	NA	1
太阳花	NA	NA	NA	NA	NA	NA	NA	4
历史悠久的酒店	NA	NA	NA	NA	NA	NA	NA	1
展示东西	NA	NA	NA	NA	NA	NA	NA	1
飞碟	5.1	4.88	5.7	10.136363636363637	262.0	19445.0	45.0	1
保安	5.75	6.848485	5.25	10.421052631578947	4045.0	31326.0	742.0	1
门	NA	NA	NA	NA	12.0	6021.0	3.0	2
串	NA	NA	NA	NA	1163.0	25911.0	291.0	1
滑翔翼	NA	NA	NA	NA	NA	NA	NA	2
棒球盔	NA	NA	NA	NA	NA	NA	NA	1
半工装	NA	NA	NA	NA	NA	NA	NA	1
葡萄酒	NA	5.84	NA	NA	966.0	25105.0	226.0	2
莎拉	NA	NA	NA	NA	1923.0	28096.0	97.0	1
小卖部	NA	6.26087	NA	6.913043478260869	104.0	15441.0	25.0	1
