word	concreteness	familiarity	imageability	age_of_acquisition	freq_en	log_freq_en	context_div_en	freq_mn
bathroom	4.52	6.5	6.677	2.0	61.67	3.4978	1835.0	10
external hard drive	NA	NA	NA	NA	NA	NA	NA	1
wheel	4.86	6.091	6.486	2.0	27.06	3.1402	851.0	209
airport	4.87	5.63	6.581	2.0	38.04	3.288	982.0	22
juggler	4.5	4.313	6.429	2.0	0.47	1.3979	19.0	8
pit	4.68	NA	NA	2.0	13.22	2.8293	450.0	32
ship	4.87	6.161	6.529	2.0	98.88	3.7028	1163.0	1651
grate	4.82	NA	NA	6.0	1.02	1.7243	42.0	21
mannequin	4.53	NA	NA	12.0	1.22	1.7993	40.0	2
foods	NA	NA	NA	NA	3.02	2.1903	127.0	8
businessman	4.47	5.697	6.03	2.0	7.92	2.6075	325.0	23
ghost	3.19	5.625	5.273	4.0	36.59	3.2711	764.0	1
stretcher	4.56	NA	NA	6.0	2.22	2.0569	89.0	2
pepsi	NA	NA	NA	NA	NA	NA	NA	3
insect	4.89	6.063	6.294	2.0	3.16	2.2095	109.0	10
station wagon	5.0	NA	NA	4.0	NA	NA	NA	5
off-road vehicle	NA	NA	NA	NA	NA	NA	NA	1
fan	4.71	NA	NA	2.0	35.14	3.2536	1097.0	4
wedding gown	5.0	NA	NA	NA	NA	NA	NA	1
ski boat	NA	NA	NA	NA	NA	NA	NA	1
shetlands	NA	NA	NA	NA	0.02	0.301	1.0	2
bed cover	NA	NA	NA	NA	NA	NA	NA	138
toy truck	NA	NA	NA	NA	NA	NA	NA	1
door mat	NA	NA	NA	NA	NA	NA	NA	8
german shepherd	NA	NA	NA	NA	NA	NA	NA	2
cowgirl	4.63	NA	NA	4.0	1.18	1.7853	27.0	6
motor home	5.0	NA	NA	NA	NA	NA	NA	5
trolley car	4.78	NA	NA	NA	NA	NA	NA	1
gif	NA	NA	NA	NA	NA	NA	NA	1
truck shop	NA	NA	NA	NA	NA	NA	NA	1
cherry picker	NA	NA	NA	NA	NA	NA	NA	1
pig	5.0	5.5	6.7	2.0	39.14	3.3004	1056.0	34
oik	NA	NA	NA	NA	0.04	0.4771	2.0	2
hand	4.72	6.882	6.912	2.0	279.65	4.1542	5562.0	68
blanket	5.0	NA	NA	2.0	12.98	2.8215	480.0	251
light pole	NA	NA	NA	NA	NA	NA	NA	5
straitjacket	4.73	NA	NA	NA	0.82	1.6335	38.0	1
townhouse	4.86	NA	NA	NA	0.75	1.5911	26.0	5
stage	4.64	5.714	6.0	4.0	45.57	3.3664	1176.0	11
frank	2.54	4.364	2.353	2.0	NA	NA	NA	1
model airplane	NA	NA	NA	NA	NA	NA	NA	2
steppe	NA	NA	NA	14.0	NA	NA	NA	1
blade	4.93	5.412	6.543	2.0	13.0	2.8222	392.0	5
ladle	4.9	NA	NA	10.0	0.75	1.5911	27.0	5
antenna	4.75	NA	NA	4.0	2.39	2.0899	81.0	1
lid	4.96	6.121	6.206	4.0	4.92	2.4014	219.0	18
jug	4.96	5.807	6.429	2.0	2.63	2.1303	75.0	68
entertainer	4.17	NA	NA	4.0	1.65	1.9294	66.0	1
cowboy hat	4.93	NA	NA	NA	NA	NA	NA	8
file	4.41	6.0	5.844	2.0	44.04	3.3516	1279.0	1
aircraft	4.4	NA	NA	4.0	9.45	2.6839	209.0	452
train	4.79	6.459	6.698	2.0	95.06	3.6857	1760.0	37358
zebrass	NA	NA	NA	NA	NA	NA	NA	1
green house	NA	NA	NA	NA	NA	NA	NA	1
duplex	4.18	NA	NA	8.0	0.47	1.3979	16.0	3
goblet	4.65	4.059	6.286	6.0	0.37	1.301	13.0	1
hooded sweatshirt	NA	NA	NA	NA	NA	NA	NA	3
desk lamp	NA	NA	NA	NA	NA	NA	NA	6
leaf	5.0	6.212	6.314	2.0	5.2	2.4249	217.0	14
soap	4.93	NA	NA	2.0	15.2	2.8899	515.0	4
dock	4.64	4.353	5.371	2.0	9.75	2.6972	307.0	121
woodpecker	4.93	NA	NA	2.0	0.98	1.7076	22.0	5
hummingbird	4.96	4.382	6.647	2.0	0.61	1.5051	23.0	45
cupcake wrapper	NA	NA	NA	NA	NA	NA	NA	5
concrete slab	NA	NA	NA	NA	NA	NA	NA	1
father	4.52	5.969	6.412	2.0	554.49	4.4515	5446.0	22
wagon	4.89	3.482	6.063	2.0	17.76	2.9576	468.0	21
prey	3.61	NA	NA	6.0	5.51	2.4502	211.0	3
anchorman	4.72	NA	NA	10.0	0.35	1.2788	12.0	1
reflection	3.29	6.156	5.794	4.0	5.02	2.4099	225.0	12
reservoir	4.75	NA	NA	6.0	1.86	1.9823	64.0	2
noodles	4.96	NA	NA	2.0	6.06	2.4914	118.0	14
sweatshirt	4.93	6.031	6.424	NA	2.35	2.0828	78.0	315
gallery	4.44	6.25	6.03	6.0	8.51	2.6385	239.0	4
pancakes	NA	NA	NA	NA	9.65	2.6928	255.0	34
meals	NA	NA	NA	NA	7.92	2.6075	349.0	1
ham	4.9	6.177	6.588	2.0	11.59	2.7723	335.0	15
sheets	NA	NA	NA	NA	12.47	2.8041	455.0	6
vases	NA	NA	NA	NA	0.55	1.4624	21.0	4
exhaust fan	NA	NA	NA	NA	NA	NA	NA	3
railway track	NA	NA	NA	NA	NA	NA	NA	1
baby clothes	NA	NA	NA	NA	NA	NA	NA	1
cereal	4.83	NA	NA	2.0	6.35	2.5119	223.0	104
file cabinet	4.85	NA	NA	NA	NA	NA	NA	7
tower	4.76	5.206	6.371	4.0	22.84	3.0667	540.0	71
cereal bowl	4.71	NA	NA	NA	NA	NA	NA	5
car mirror	NA	NA	NA	NA	NA	NA	NA	14
handlebar	4.76	NA	NA	NA	0.2	1.0414	7.0	5
pedestrian	4.41	NA	NA	6.0	1.39	1.8573	56.0	12
wing back chair	NA	NA	NA	NA	NA	NA	NA	2
baseball team	NA	NA	NA	NA	NA	NA	NA	1
office table	NA	NA	NA	NA	NA	NA	NA	12
turban	4.76	NA	NA	6.0	1.29	1.8261	29.0	29
decorator	3.86	5.531	5.765	6.0	2.1	2.0334	85.0	1
forklift	4.79	NA	NA	NA	0.96	1.699	33.0	5
cows	NA	NA	NA	NA	9.41	2.6821	269.0	12
tarmac	4.8	NA	NA	14.0	0.43	1.3617	22.0	14
apartment	4.9	NA	NA	2.0	83.04	3.627	1774.0	32
chain	4.55	5.714	6.314	2.0	21.22	3.0346	739.0	1
gauge	4.0	NA	NA	2.0	2.2	2.0531	92.0	3
cycler	NA	NA	NA	NA	0.02	0.301	1.0	1
plank	5.0	4.844	6.219	4.0	2.04	2.0212	63.0	5
stone bench	NA	NA	NA	NA	NA	NA	NA	2
roots	NA	NA	NA	NA	6.37	2.5132	270.0	6
tuxedo jacket	NA	NA	NA	NA	NA	NA	NA	3
caboose	4.96	NA	NA	2.0	0.59	1.4914	25.0	35
moose	4.97	4.441	6.212	2.0	5.53	2.4518	126.0	25
monkey	4.9	5.647	6.794	2.0	33.51	3.233	782.0	26
tabletop	4.78	NA	NA	NA	0.1	0.7782	4.0	52
cubicle	4.83	NA	NA	12.0	2.57	2.1206	62.0	2
hairband	NA	NA	NA	NA	NA	NA	NA	1
watercraft	NA	NA	NA	NA	NA	NA	NA	5
mover	3.75	NA	NA	4.0	0.45	1.3802	22.0	1
jersey	4.56	NA	NA	6.0	NA	NA	NA	308
grilled chicken	NA	NA	NA	NA	NA	NA	NA	1
tulip	5.0	5.03	6.514	4.0	NA	NA	NA	3
balcony	4.68	NA	NA	4.0	7.31	2.5729	267.0	4
elder	3.59	4.793	4.75	4.0	NA	NA	NA	5
bicycler	4.63	NA	NA	NA	NA	NA	NA	1
team	3.79	6.13	5.033	2.0	147.61	3.8767	2623.0	2
fruits	NA	NA	NA	12.0	2.8	2.1584	118.0	20
helper	3.39	NA	NA	NA	2.02	2.017	76.0	1
case	3.93	5.594	5.403	2.0	282.41	4.1585	4885.0	7
carton	5.0	NA	NA	4.0	1.88	1.9868	81.0	3
coffee	4.81	6.606	6.735	2.0	144.53	3.8676	3039.0	116
buffet	4.67	NA	NA	10.0	4.43	2.356	179.0	38
polo pony	NA	NA	NA	NA	NA	NA	NA	1
caller	3.96	NA	NA	6.0	4.35	2.3483	159.0	6
slice	3.85	NA	NA	2.0	8.53	2.6395	357.0	63
vehicle door	NA	NA	NA	NA	NA	NA	NA	2
baking sheet	4.96	NA	NA	NA	NA	NA	NA	11
area rug	NA	NA	NA	NA	NA	NA	NA	43
pizza board	NA	NA	NA	NA	NA	NA	NA	2
taxi	4.93	6.483	6.6	4.0	25.84	3.1202	666.0	173
span	3.0	NA	NA	6.0	1.98	2.0086	86.0	1
delicacy	2.81	NA	NA	8.0	1.39	1.8573	65.0	1
biscuit	4.9	6.471	6.657	4.0	NA	NA	NA	15
young adult	NA	NA	NA	NA	NA	NA	NA	1
parking garage	NA	NA	NA	NA	NA	NA	NA	10
mushrooms	NA	NA	NA	NA	2.84	2.1644	94.0	1
bidet	NA	NA	NA	14.0	0.35	1.2788	11.0	32
mushroom	4.83	6.063	6.849	2.0	2.14	2.0414	83.0	2
buffalo	4.83	4.758	6.529	2.0	NA	NA	NA	23
camera	5.0	6.344	6.727	2.0	57.0	3.4636	1387.0	17
bunked	NA	NA	NA	NA	0.14	0.9031	6.0	51
pug	4.62	NA	NA	8.0	NA	NA	NA	28
macaroni	4.97	5.346	6.516	2.0	3.25	2.2227	100.0	9
coleslaw	4.67	NA	NA	4.0	1.24	1.8062	36.0	25
birthday cake	4.93	NA	NA	NA	NA	NA	NA	39
hash browns	NA	NA	NA	NA	NA	NA	NA	1
doghouse	4.79	NA	NA	6.0	1.12	1.7634	46.0	3
cot	4.67	NA	NA	4.0	2.0	2.0128	76.0	80
coke	4.83	6.324	6.412	2.0	NA	NA	NA	2
balconies	NA	NA	NA	NA	0.45	1.3802	19.0	1
tumbler	4.08	4.063	4.906	6.0	0.35	1.2788	13.0	2
pier	4.62	4.148	6.387	6.0	6.55	2.525	213.0	97
hot tub	4.75	NA	NA	NA	NA	NA	NA	2
art	4.17	6.364	5.794	2.0	70.8	3.5577	1601.0	7
couch	4.71	5.9	6.716	2.0	23.47	3.0785	792.0	10694
port	4.41	3.824	5.177	4.0	14.53	2.8704	382.0	6
geese	NA	NA	NA	2.0	1.59	1.9138	56.0	11
hamburger	5.0	NA	NA	2.0	7.78	2.5999	247.0	114
anorak	NA	NA	NA	NA	NA	NA	NA	1
kitchenettes	NA	NA	NA	NA	0.02	0.301	1.0	1
water bottle	4.93	NA	NA	NA	NA	NA	NA	15
spoon	4.96	6.536	6.731	2.0	7.61	2.5899	270.0	1000
tiles	NA	NA	NA	NA	1.67	1.9345	61.0	2
mug	4.8	6.219	6.485	4.0	6.84	2.5441	260.0	392
tennis outfit	NA	NA	NA	NA	NA	NA	NA	20
cookies	NA	NA	NA	NA	17.9	2.9609	501.0	1
cell	4.44	5.061	5.735	4.0	54.35	3.4429	1459.0	1
urn	4.61	NA	NA	10.0	1.94	2.0	46.0	41
cruise ship	4.86	NA	NA	NA	NA	NA	NA	31
assistant	4.07	5.971	5.371	4.0	32.22	3.2159	977.0	1
dog collar	4.93	NA	NA	NA	NA	NA	NA	1
planter	4.61	NA	NA	2.0	0.63	1.5185	22.0	77
birdie	3.79	NA	NA	4.0	NA	NA	NA	1
springhouse	NA	NA	NA	NA	NA	NA	NA	1
carnival game	NA	NA	NA	NA	NA	NA	NA	5
condiments	NA	NA	NA	NA	0.61	1.5051	26.0	5
cathedral	4.86	4.971	6.457	6.0	3.73	2.281	99.0	37
mobile phone	4.97	NA	NA	NA	NA	NA	NA	5
buggy	4.18	NA	NA	2.0	2.49	2.1072	74.0	9
people	4.82	6.548	6.364	2.0	1102.98	4.7501	7889.0	95
subway	4.86	NA	NA	6.0	10.71	2.738	338.0	110
swing	4.54	6.065	6.194	2.0	25.98	3.1225	857.0	19
ruler	4.66	5.814	6.25	2.0	3.18	2.2122	138.0	14
vial	4.14	NA	NA	14.0	1.29	1.8261	46.0	2
frisbee player	NA	NA	NA	NA	NA	NA	NA	98
ballplayer	4.68	NA	NA	NA	0.63	1.5185	22.0	18
strawberry	5.0	6.438	6.875	2.0	5.53	2.4518	166.0	24
lap	4.11	NA	NA	4.0	13.47	2.8376	519.0	6
unicyclist	4.14	NA	NA	NA	0.02	0.301	1.0	1
larry	NA	NA	NA	NA	NA	NA	NA	3
soup spoon	NA	NA	NA	NA	NA	NA	NA	1
bowler hat	4.8	NA	NA	NA	NA	NA	NA	3
car seat	4.93	NA	NA	NA	NA	NA	NA	1
wing	4.86	6.065	6.156	2.0	20.24	3.0141	581.0	112
cutlery	4.75	NA	NA	10.0	0.35	1.2788	18.0	7
snack	4.36	6.387	6.147	2.0	9.14	2.6693	348.0	52
billy goat	NA	NA	NA	2.0	NA	NA	NA	4
oven	4.97	6.4	6.8	2.0	8.88	2.6571	331.0	134
diner	4.82	NA	NA	2.0	12.39	2.8014	321.0	7
pen	4.92	6.656	6.853	2.0	24.73	3.1011	816.0	7
bunks	NA	NA	NA	NA	1.08	1.7482	35.0	2
roast	4.4	NA	NA	2.0	9.78	2.699	362.0	4
chicken	4.8	NA	NA	2.0	61.73	3.4982	1570.0	142
salmon	4.81	5.424	6.559	4.0	6.55	2.525	184.0	19
witch	4.17	5.147	6.063	2.0	27.65	3.1495	475.0	2
veggie	4.81	NA	NA	NA	0.59	1.4914	28.0	1
tail	4.96	5.9	6.344	4.0	23.9	3.0864	821.0	4
lift gate	NA	NA	NA	NA	NA	NA	NA	2
baby dress	NA	NA	NA	NA	NA	NA	NA	2
tracks	NA	NA	NA	6.0	16.75	2.932	583.0	53
suit jacket	NA	NA	NA	NA	NA	NA	NA	148
glider	4.32	NA	NA	4.0	0.69	1.5563	19.0	34
baseball jersey	NA	NA	NA	NA	NA	NA	NA	4
citrus	4.21	NA	NA	6.0	0.51	1.4314	20.0	1
selfie	NA	NA	NA	NA	NA	NA	NA	3
measuring cup	4.94	NA	NA	NA	NA	NA	NA	23
coral rock	NA	NA	NA	NA	NA	NA	NA	2
window	4.86	6.382	6.686	2.0	86.0	3.6422	2442.0	313
racetrack	4.89	NA	NA	NA	1.8	1.9685	59.0	2
swan	4.96	5.452	6.829	4.0	NA	NA	NA	106
foal	4.32	NA	NA	12.0	0.27	1.1761	12.0	5
ruins	NA	NA	NA	6.0	4.41	2.3541	174.0	8
mask	4.96	5.969	6.486	2.0	19.8	3.0048	480.0	40
face mask	4.59	NA	NA	NA	NA	NA	NA	1
jean jacket	NA	NA	NA	NA	NA	NA	NA	6
scoop	4.15	4.969	4.8	2.0	5.67	2.4624	210.0	2
teddy	4.78	NA	NA	NA	NA	NA	NA	6
baby girl	NA	NA	NA	NA	NA	NA	NA	3
food container	NA	NA	NA	NA	NA	NA	NA	2
paper cup	4.96	NA	NA	NA	NA	NA	NA	1
repro	NA	NA	NA	NA	0.02	0.301	1.0	1
headdress	4.71	NA	NA	4.0	0.29	1.2041	12.0	10
bacon	4.9	6.273	6.882	2.0	11.86	2.7825	399.0	11
polo	4.43	NA	NA	4.0	3.49	2.2529	120.0	64
boxcars	NA	NA	NA	NA	0.16	0.9542	8.0	2
person	4.72	6.581	6.147	2.0	212.88	4.0357	4712.0	10950
fruit salad	4.97	NA	NA	NA	NA	NA	NA	9
ski jumper	NA	NA	NA	NA	NA	NA	NA	2
workbench	4.62	NA	NA	6.0	0.2	1.0414	10.0	11
cargo hold	NA	NA	NA	NA	NA	NA	NA	1
leaves	4.78	6.303	6.457	2.0	45.41	3.3649	1719.0	1
bun	4.88	NA	NA	2.0	2.88	2.1703	109.0	775
auto	4.0	NA	NA	2.0	7.67	2.5933	289.0	7
picnic boat	NA	NA	NA	NA	NA	NA	NA	2
tray table	NA	NA	NA	NA	NA	NA	NA	4
overalls	4.74	NA	NA	2.0	1.02	1.7243	44.0	8
luggage	4.83	5.235	6.5	2.0	11.12	2.7543	374.0	13
yellow jacket	NA	NA	NA	2.0	NA	NA	NA	1
spatula	4.96	NA	NA	10.0	1.1	1.7559	31.0	160
whale	4.96	5.424	6.719	4.0	11.25	2.7597	231.0	7
racehorse	4.83	NA	NA	NA	1.16	1.7782	36.0	17
mountain goat	NA	NA	NA	2.0	NA	NA	NA	3
truss bridge	NA	NA	NA	NA	NA	NA	NA	1
buzzard	4.74	3.788	5.759	6.0	1.82	1.9731	78.0	2
liquor	4.73	5.618	6.265	2.0	17.29	2.946	589.0	4
pontoon	4.58	NA	NA	12.0	0.27	1.1761	7.0	3
tuxedo	4.86	NA	NA	8.0	3.1	2.2014	105.0	73
old lady	4.78	NA	NA	NA	NA	NA	NA	4
toy	4.93	5.97	6.257	2.0	16.84	2.9345	562.0	281
elbow	5.0	6.0	6.357	2.0	6.14	2.4969	249.0	1
china cabinet	NA	NA	NA	NA	NA	NA	NA	5
chicken and waffles	NA	NA	NA	NA	NA	NA	NA	2
pants	4.86	NA	NA	2.0	58.75	3.4767	1770.0	8
blindfold	4.57	NA	NA	2.0	1.73	1.9494	75.0	6
frock	NA	3.706	5.909	10.0	0.84	1.6435	36.0	9
apartment house	NA	NA	NA	NA	NA	NA	NA	1
shutter	4.38	NA	NA	2.0	1.45	1.8751	53.0	2
train station	4.87	NA	NA	NA	NA	NA	NA	11
wings	NA	NA	NA	8.0	19.67	3.0017	635.0	14
greensleeves	NA	NA	NA	NA	NA	NA	NA	2
travel bag	NA	NA	NA	NA	NA	NA	NA	1
human	4.93	6.48	6.433	2.0	124.76	3.8037	2931.0	554
bus stop	4.92	NA	NA	NA	NA	NA	NA	15
video game	4.79	NA	NA	NA	NA	NA	NA	3
fowl	4.64	3.774	4.333	6.0	0.69	1.5563	30.0	2
yorkie	NA	NA	NA	NA	NA	NA	NA	1
ambulance	4.81	6.515	6.886	4.0	22.41	3.0584	727.0	57
secretary	4.54	5.344	6.059	4.0	33.22	3.2292	782.0	1
condo	4.76	NA	NA	NA	4.22	2.3345	139.0	2
tomato	5.0	6.471	6.588	4.0	5.9	2.48	203.0	60
dregs	3.6	NA	NA	14.0	0.51	1.4314	24.0	1
bus seat	NA	NA	NA	NA	NA	NA	NA	2
long sleeve	NA	NA	NA	NA	NA	NA	NA	1
divider	3.9	NA	NA	6.0	0.16	0.9542	8.0	1
waistcoat	4.63	5.206	6.364	8.0	0.35	1.2788	13.0	2
leather jacket	NA	NA	NA	NA	NA	NA	NA	9
shower	4.89	NA	NA	2.0	41.12	3.3218	1299.0	109
music stand	NA	NA	NA	NA	NA	NA	NA	1
fire hydrant cap	NA	NA	NA	NA	NA	NA	NA	2
veggies	NA	NA	NA	NA	0.49	1.415	22.0	12
cameraman	4.63	NA	NA	NA	2.16	2.0453	82.0	8
pirate ship	NA	NA	NA	NA	NA	NA	NA	1
bison	4.68	2.914	5.929	10.0	0.33	1.2553	10.0	12
ram	4.55	NA	NA	2.0	6.43	2.5172	197.0	143
submarine	4.8	3.926	6.588	4.0	7.1	2.5599	140.0	9
folding knife	NA	NA	NA	NA	NA	NA	NA	2
railroad train	NA	NA	NA	NA	NA	NA	NA	4
inflatable ship	NA	NA	NA	NA	NA	NA	NA	2
amphora	NA	NA	NA	14.0	0.02	0.301	1.0	1
factory	4.76	5.758	6.424	2.0	16.8	2.9335	483.0	1
peach	4.9	6.125	6.794	2.0	6.35	2.5119	212.0	1
scarf	4.97	6.613	6.688	4.0	4.69	2.3802	165.0	16
boy	4.76	6.636	6.485	2.0	529.82	4.4317	6133.0	11401
all-terrain vehicle	NA	NA	NA	NA	NA	NA	NA	1
passenger	4.34	NA	NA	4.0	10.76	2.7404	286.0	6
bean	5.0	5.771	6.629	2.0	6.84	2.5441	220.0	4
horses	NA	NA	NA	NA	40.92	3.3197	859.0	34
baby bottle	NA	NA	NA	NA	NA	NA	NA	1
pottery	4.72	4.483	5.968	4.0	1.84	1.9777	61.0	25
kitchen table	5.0	NA	NA	NA	NA	NA	NA	17
retaining wall	NA	NA	NA	NA	NA	NA	NA	1
lioness	4.43	4.909	6.667	6.0	0.33	1.2553	16.0	6
lorikeet	NA	NA	NA	NA	NA	NA	NA	1
bikes	NA	NA	NA	NA	2.84	2.1644	91.0	13
bar	4.67	6.5	6.529	2.0	85.98	3.6421	2220.0	142
llama	4.78	4.344	6.677	6.0	1.41	1.8633	27.0	36
skateboard	4.86	NA	NA	4.0	1.67	1.9345	60.0	59
colt	4.96	NA	NA	2.0	NA	NA	NA	1
center	3.85	NA	NA	2.0	45.78	3.3685	1255.0	1
pipe	4.88	4.939	6.4	2.0	19.39	2.9956	643.0	3
prep table	NA	NA	NA	NA	NA	NA	NA	2
monster truck	NA	NA	NA	NA	NA	NA	NA	1
model plane	NA	NA	NA	NA	NA	NA	NA	2
marina	4.1	NA	NA	10.0	NA	NA	NA	20
young woman	NA	NA	NA	NA	NA	NA	NA	1
squire	4.16	NA	NA	6.0	NA	NA	NA	5
fish fillet	NA	NA	NA	NA	NA	NA	NA	2
beer bottle	4.86	NA	NA	NA	NA	NA	NA	8
grandpa	4.39	5.769	6.067	2.0	NA	NA	NA	7
red bull	NA	NA	NA	NA	NA	NA	NA	5
screen	4.6	NA	NA	2.0	23.39	3.077	766.0	131
mobility scooter	NA	NA	NA	NA	NA	NA	NA	2
dill	4.07	NA	NA	6.0	NA	NA	NA	1
soda	4.97	NA	NA	2.0	19.84	3.0056	667.0	21
triplane	NA	NA	NA	NA	NA	NA	NA	1
pant	4.38	NA	NA	6.0	0.96	1.699	39.0	14
hut	4.65	NA	NA	2.0	13.22	2.8293	211.0	146
corn muffin	NA	NA	NA	NA	NA	NA	NA	1
apple chip	NA	NA	NA	NA	NA	NA	NA	4
flower vase	NA	NA	NA	NA	NA	NA	NA	32
sign	4.62	NA	NA	2.0	133.27	3.8324	3519.0	184
nuts	NA	5.914	6.571	2.0	53.51	3.4362	1712.0	2
garlic bread	NA	NA	NA	NA	NA	NA	NA	3
sea plane	NA	NA	NA	NA	NA	NA	NA	8
console	3.86	4.807	4.177	NA	2.24	2.0607	93.0	7
trains	NA	NA	NA	NA	8.16	2.6201	264.0	4
military aircraft	NA	NA	NA	NA	NA	NA	NA	3
duck	4.86	5.543	6.6	2.0	24.76	3.1017	703.0	425
chest	4.93	5.607	6.065	2.0	40.98	3.3204	1177.0	10
woody	3.12	NA	NA	6.0	NA	NA	NA	1
female	4.57	NA	NA	4.0	31.61	3.2076	1037.0	282
cake pan	4.71	NA	NA	NA	NA	NA	NA	2
hatch	4.46	4.457	5.486	4.0	12.82	2.8162	258.0	10
front yard	4.62	NA	NA	NA	NA	NA	NA	1
exhaust hood	NA	NA	NA	NA	NA	NA	NA	1
stagecoach	4.93	4.375	5.576	4.0	1.0	1.716	35.0	2
dog bed	NA	NA	NA	NA	NA	NA	NA	13
oranges	NA	NA	NA	NA	2.45	2.1004	87.0	10
box truck	NA	NA	NA	NA	NA	NA	NA	10
tennis dress	NA	NA	NA	NA	NA	NA	NA	8
rocking chair	4.93	NA	NA	NA	NA	NA	NA	19
basil	4.76	NA	NA	13.0	NA	NA	NA	2
hatchback	4.48	NA	NA	10.0	0.16	0.9542	7.0	7
sheet pan	NA	NA	NA	NA	NA	NA	NA	2
harbor	4.57	NA	NA	2.0	NA	NA	NA	9
bars	NA	NA	NA	NA	17.96	2.9624	672.0	4
relish	3.3	3.844	3.829	6.0	1.88	1.9868	82.0	19
stoplight	4.66	NA	NA	2.0	0.31	1.2304	13.0	9
cockatoo	4.73	NA	NA	8.0	0.16	0.9542	7.0	4
arch	4.59	4.296	5.677	6.0	3.69	2.2765	117.0	17
camp chair	NA	NA	NA	NA	NA	NA	NA	1
snowplow	4.97	NA	NA	4.0	0.39	1.3222	16.0	3
griffe	NA	NA	NA	NA	NA	NA	NA	1
soba	NA	NA	NA	NA	NA	NA	NA	2
mice	4.84	5.807	6.818	2.0	6.57	2.5263	197.0	2
macaw	4.81	NA	NA	14.0	0.24	1.1139	5.0	5
sour cream	4.87	NA	NA	NA	NA	NA	NA	2
hydroplane	3.59	NA	NA	8.0	0.02	0.301	1.0	13
dixie	NA	NA	NA	NA	NA	NA	NA	1
hoagie	4.63	NA	NA	NA	NA	NA	NA	16
carrot	5.0	6.618	6.941	2.0	3.82	2.2923	123.0	29
metal	4.87	5.704	5.903	4.0	19.45	2.9969	663.0	2
chirr	NA	NA	NA	NA	NA	NA	NA	1
schoolboy	4.5	NA	NA	2.0	1.31	1.8325	56.0	1
entertainment	2.92	NA	NA	4.0	12.55	2.8069	480.0	1
sandwich	4.9	6.677	6.771	2.0	21.92	3.0488	748.0	7108
backpacker	4.89	NA	NA	NA	0.04	0.4771	2.0	1
ramekin	NA	NA	NA	14.0	NA	NA	NA	7
bowl of soup	NA	NA	NA	NA	NA	NA	NA	4
bug	5.0	NA	NA	2.0	20.94	3.029	583.0	11
eagle	5.0	5.636	6.839	2.0	NA	NA	NA	108
tee shirt	4.83	NA	NA	NA	NA	NA	NA	12
cake slice	NA	NA	NA	NA	NA	NA	NA	5
sink counter	NA	NA	NA	NA	NA	NA	NA	2
coffee shop	4.83	NA	NA	6.0	NA	NA	NA	1
predinner	NA	NA	NA	NA	NA	NA	NA	1
processor	4.0	NA	NA	NA	0.9	1.6721	36.0	2
plants	NA	NA	NA	NA	9.57	2.6893	320.0	4
kimono	4.43	NA	NA	4.0	1.08	1.7482	29.0	86
teddy bear	4.87	NA	NA	2.0	NA	NA	NA	54
bread pudding	NA	NA	NA	NA	NA	NA	NA	1
beverage	4.6	6.212	6.412	4.0	2.33	2.0792	99.0	18
child skier	NA	NA	NA	NA	NA	NA	NA	2
soccer ball	4.89	NA	NA	NA	NA	NA	NA	1
bread slice	NA	NA	NA	NA	NA	NA	NA	3
dwelling	4.14	NA	NA	6.0	1.33	1.8388	58.0	2
orange juice	4.8	NA	NA	NA	NA	NA	NA	4
robe	5.0	4.727	6.114	4.0	8.49	2.6375	278.0	290
lachesis	NA	NA	NA	NA	NA	NA	NA	1
fighter	3.96	5.515	5.735	2.0	12.78	2.8149	367.0	12
umpire	4.27	NA	NA	4.0	1.06	1.7404	30.0	98
soup bowl	4.9	NA	NA	NA	NA	NA	NA	9
kitchenette	4.56	NA	NA	6.0	0.31	1.2304	10.0	1
tinning table	NA	NA	NA	NA	NA	NA	NA	2
plate rack	NA	NA	NA	NA	NA	NA	NA	1
cotton	4.97	5.636	6.029	2.0	14.18	2.8597	345.0	2
cruise liner	NA	NA	NA	NA	NA	NA	NA	6
antique car	NA	NA	NA	NA	NA	NA	NA	2
adult	4.4	6.552	5.433	2.0	14.29	2.8633	573.0	17
food item	NA	NA	NA	NA	NA	NA	NA	2
parking lot	4.73	NA	NA	NA	NA	NA	NA	7
window screen	4.87	NA	NA	NA	NA	NA	NA	4
keyboard tray	NA	NA	NA	NA	NA	NA	NA	2
hoodie	4.79	NA	NA	NA	0.2	1.0414	8.0	188
electronic device	4.7	NA	NA	NA	NA	NA	NA	4
husky	3.59	NA	NA	2.0	NA	NA	NA	7
pinata	NA	NA	NA	NA	0.41	1.3424	16.0	2
butt	4.75	5.31	6.125	2.0	38.57	3.294	1295.0	1
bath	4.85	6.444	6.654	2.0	31.12	3.2009	994.0	108
number plate	NA	NA	NA	NA	NA	NA	NA	6
cork board	NA	NA	NA	NA	NA	NA	NA	1
pianist	4.69	5.912	6.286	4.0	1.69	1.9395	61.0	2
skydiver	4.78	NA	NA	NA	0.08	0.699	3.0	2
hang glider	4.82	NA	NA	NA	NA	NA	NA	13
artist	4.24	5.879	6.212	2.0	28.63	3.1647	775.0	6
prairie	4.8	2.697	5.323	2.0	2.8	2.1584	84.0	2
freight train	4.81	NA	NA	NA	NA	NA	NA	8
players	NA	NA	NA	NA	17.16	2.9425	464.0	5
chateau	4.39	NA	NA	13.0	2.53	2.1139	69.0	1
mountain	4.96	6.296	6.833	4.0	35.39	3.2567	885.0	13
