word,concreteness,imageability,familiarity,age_of_acquisition,freq_zh,log_freq_zh,freq_mn
图尔克,NA,NA,NA,NA,NA,NA,7
摊位,1.826087,NA,NA,NA,8,14314,4
樱花,1.137931,NA,NA,NA,143,16812,2
领导,1.793103,4.875 ,5.727 ,2.333 ,2829,29773,1
猪,NA,NA,NA,NA,5995,33034,1
咖啡车,NA,NA,NA,NA,NA,NA,1
上点,NA,NA,NA,NA,NA,NA,1
柱子,NA,4.667 ,4.955 ,1.583 ,289,19868,8
充气垫,NA,NA,NA,NA,NA,NA,1
半个人,NA,NA,NA,NA,NA,NA,1
奴人,NA,NA,NA,NA,NA,NA,1
帽衫,NA,NA,NA,NA,NA,NA,2
拖拉机挂车,NA,NA,NA,NA,NA,NA,1
通心面,NA,NA,NA,NA,NA,NA,1
浆,NA,NA,NA,NA,23,18865,1
棒球球员,NA,NA,NA,NA,NA,NA,1
睡袋,1.230769,NA,NA,NA,188,17993,4
越野车,NA,NA,NA,NA,137,16628,9
滑水者,NA,NA,NA,NA,NA,NA,1
砖头,NA,NA,NA,NA,25,19243,4
饼,NA,NA,NA,NA,4653,31934,37
投手,2.8,NA,NA,NA,605,23075,17
脖子,1.16,5.385 ,5.864 ,1.467 ,3813,31069,5
厨房柜台,NA,NA,NA,NA,NA,NA,1
老宅,NA,NA,NA,NA,18,7782,1
女生,NA,NA,NA,NA,5038,32279,35
橄榄球,NA,NA,NA,NA,2346,2896,1
电线,NA,4.917 ,5.476 ,2.154 ,882,24713,2
橙汁机,NA,NA,NA,NA,NA,NA,1
布雷德,NA,NA,NA,NA,3,0,1
汉堡,1.481481,NA,NA,NA,209,28457,35
老年人,NA,NA,NA,NA,31,2017,1
叉子,NA,5.900 ,5.571 ,2.067 ,391,21173,2
红茶,1.434783,NA,NA,NA,72,13802,2
帆船,1.36,NA,NA,NA,277,19685,55
自行车,NA,NA,NA,NA,2099,28476,5
表演人,NA,NA,NA,NA,NA,NA,1
希腊风味披萨,NA,NA,NA,NA,NA,NA,1
旗帜,1.705882,5.538 ,6.227 ,3.000 ,593,22989,1
泳衣,1.192308,NA,NA,NA,396,21239,3
牙刷,1.16129,3.000 ,6.545 ,2.000 ,501,22253,1
轨道,NA,4.154 ,5.409 ,3.100 ,1163,25911,20
工业桥梁,NA,NA,NA,NA,NA,NA,1
书,NA,NA,NA,NA,2132,38544,2
女孩们,NA,NA,NA,NA,NA,NA,3
鞋,NA,NA,NA,NA,6952,33677,3
太阳伞,NA,NA,NA,NA,NA,NA,3
服饰,1.75,NA,NA,NA,435,21644,1
驳船,2.181818,NA,NA,NA,45,11761,1
皮毛,2.228571,NA,NA,NA,179,17782,1
足球选手,NA,NA,NA,NA,NA,NA,1
纸,NA,NA,NA,NA,4245,31535,3
围巾,1.36,5.133 ,5.714 ,1.667 ,668,23502,2
建筑,NA,5.200 ,6.909 ,2.818 ,3199,30306,187
工程车,NA,NA,NA,NA,NA,NA,6
芝加哥披萨,NA,NA,NA,NA,NA,NA,1
纸巾,NA,NA,NA,NA,644,23345,1
凉亭,1.676471,NA,NA,NA,54,12553,2
单人划艇,NA,NA,NA,NA,NA,NA,1
走廊,1.888889,NA,NA,NA,234,28949,1
食品制造商,NA,NA,NA,NA,NA,NA,1
车棚,NA,NA,NA,NA,24,9031,2
男士,1.37037,NA,NA,NA,1028,25378,30
打电话的人,NA,NA,NA,NA,NA,NA,1
餐厅,1.277778,6.615 ,6.136 ,1.692 ,4149,31436,52
面罩,NA,NA,NA,NA,486,22122,1
拖车,1.423077,NA,NA,NA,1189,2601,1
老爷爷,NA,NA,NA,NA,137,16628,4
茶水,NA,NA,NA,NA,45,11761,1
八十,NA,NA,NA,NA,209,18451,2
西服,NA,6.200 ,4.818 ,2.714 ,519,22405,69
僧侣,NA,NA,NA,NA,209,18451,4
马车夫,NA,NA,NA,NA,27,9542,1
残骸,NA,NA,NA,NA,537,22553,1
背影,1.692308,NA,NA,NA,83,14472,17
肉馅,NA,NA,NA,NA,128,16335,1
男人的脸,NA,NA,NA,NA,NA,NA,1
生菜,NA,NA,NA,NA,152,17076,12
鸡,NA,NA,NA,NA,8737,3467,16
澡池子,NA,NA,NA,NA,NA,NA,2
美女,NA,NA,NA,NA,4141,31427,1
炒蛋,NA,NA,NA,NA,NA,NA,3
吧台,NA,NA,NA,NA,NA,NA,5
老太太,NA,NA,NA,NA,784,242,9
微波炉,NA,NA,NA,NA,534,22529,17
蝙蝠房,NA,NA,NA,NA,NA,NA,1
人头,NA,NA,NA,NA,423,21523,4
小腿,NA,NA,NA,NA,146,16902,1
竿,NA,NA,NA,NA,113,15798,1
烤炉,NA,NA,NA,NA,182,17853,23
连体服,NA,NA,NA,NA,NA,NA,1
蘑菇披萨,NA,NA,NA,NA,NA,NA,1
假花,NA,NA,NA,NA,NA,NA,1
废弃的拖车,NA,NA,NA,NA,NA,NA,1
长者,2.194444,NA,NA,NA,11,15682,2
鸡蛋饼,NA,NA,NA,NA,NA,NA,3
冲浪,2.038462,NA,NA,NA,2581,29375,11
推销员,NA,NA,NA,NA,477,22041,1
游泳衣,NA,NA,NA,NA,11,15682,1
彩棚,NA,NA,NA,NA,9,4771,1
器皿,1.923077,NA,NA,NA,78,1415,1
小汽车,NA,NA,NA,NA,63,13222,4
澡盆,NA,NA,NA,NA,72,13802,2
容器,2,5.615 ,5.818 ,2.909 ,844,24518,5
木屋,1.290323,NA,NA,NA,587,22945,17
走道,NA,NA,NA,NA,197,18195,1
白鹭,NA,NA,NA,NA,15,699,1
各自,NA,NA,NA,NA,1443,26848,1
意大利粉,NA,NA,NA,NA,NA,NA,2
船帆,NA,NA,NA,NA,45,11761,3
的杰瑞,NA,NA,NA,NA,NA,NA,1
牛雕塑,NA,NA,NA,NA,NA,NA,1
钟表,1.259259,NA,NA,NA,134,16532,7
拳击手套,NA,NA,NA,NA,NA,NA,1
坡道,1.777778,NA,NA,NA,33,10414,2
比萨,NA,NA,NA,NA,73,23892,104
龙头,NA,NA,NA,NA,2,18261,3
院落,NA,NA,NA,NA,6,301,1
店铺招牌,NA,NA,NA,NA,NA,NA,1
阴影,NA,NA,NA,NA,135,26561,2
体恤,NA,NA,NA,NA,98,15185,4
书台,NA,NA,NA,NA,NA,NA,3
沙滩,1.227273,6.083 ,6.091 ,2.357 ,1559,27185,19
庭院,NA,NA,NA,NA,253,19294,1
素食披萨,NA,NA,NA,NA,NA,NA,1
车尾,1.583333,NA,NA,NA,101,15315,6
偏僻的,NA,NA,NA,NA,NA,NA,1
轻轨,NA,NA,NA,NA,95,15051,1
比基尼女装,NA,NA,NA,NA,NA,NA,1
速度,3.166667,4.923 ,6.091 ,2.417 ,4272,31562,1
露营车,NA,NA,NA,NA,NA,NA,2
婚礼服,NA,NA,NA,NA,NA,NA,1
游艇,NA,NA,NA,NA,1091,25635,12
牛蹄子,NA,NA,NA,NA,NA,NA,1
人和狗和车,NA,NA,NA,NA,NA,NA,1
棒球棍,NA,NA,NA,NA,NA,NA,2
车坐椅,NA,NA,NA,NA,NA,NA,1
纸杯,1.333333,NA,NA,NA,447,21761,2
绳子,NA,3.357 ,6.091 ,2.071 ,237,29004,1
男运动员,NA,NA,NA,NA,NA,NA,2
道路,1.88,4.643 ,6.136 ,1.813 ,1863,27959,3
中年女人,NA,NA,NA,NA,NA,NA,1
运动人,NA,NA,NA,NA,NA,NA,1
狗狗,NA,NA,NA,NA,NA,NA,7
跳舞,1.84,5.167 ,5.667 ,1.167 ,10311,3539,1
棕熊,NA,NA,NA,NA,45,11761,4
蕉,NA,NA,NA,NA,21,8451,2
麦片,1.222222,NA,NA,NA,763,24082,16
男生,NA,NA,NA,NA,3106,30179,66
教练,NA,5.357 ,6.095 ,2.500 ,609,33103,2
支架,1.833333,NA,NA,NA,233,18921,1
咖啡店,NA,NA,NA,NA,778,24166,2
棒球帽,NA,NA,NA,NA,NA,NA,1
麦片面包,NA,NA,NA,NA,NA,NA,2
夏天长裙,NA,NA,NA,NA,NA,NA,1
车辆,1.269231,4.154 ,5.864 ,1.143 ,1428,26803,3
牛油果,NA,NA,NA,NA,NA,NA,2
休闲车,NA,NA,NA,NA,NA,NA,1
毛,NA,NA,NA,NA,6165,33156,10
蛋羹,NA,NA,NA,NA,6,301,1
梳妆镜,NA,NA,NA,NA,NA,NA,1
鞋子,1.266667,NA,NA,NA,3526,3073,3
女人和狗,NA,NA,NA,NA,NA,NA,1
它的员工,NA,NA,NA,NA,NA,NA,1
婴儿车,NA,NA,NA,NA,182,17853,12
大夏,NA,NA,NA,NA,NA,NA,1
电瓶车,NA,NA,NA,NA,12,6021,1
越野滑雪选手,NA,NA,NA,NA,NA,NA,1
浓汤,NA,NA,NA,NA,107,15563,1
猫垫,NA,NA,NA,NA,NA,NA,1
指示牌,NA,NA,NA,NA,NA,NA,4
派,NA,NA,NA,NA,17889,37782,18
猫窝,NA,NA,NA,NA,NA,NA,3
毛绒玩具,NA,NA,NA,NA,NA,NA,3
步行道,NA,NA,NA,NA,NA,NA,1
美国酒店,NA,NA,NA,NA,NA,NA,1
湖,NA,NA,NA,NA,2462,2917,4
车子,NA,NA,NA,NA,3273,30406,41
煎蛋,NA,NA,NA,NA,NA,NA,1
主子,NA,NA,NA,NA,63,13222,1
颚,NA,NA,NA,NA,63,13222,2
水杯,NA,NA,NA,NA,NA,NA,4
挺子,NA,NA,NA,NA,NA,NA,1
装饰,2.388889,6.231 ,6.091 ,3.000 ,1505,27033,1
弹琴,NA,NA,NA,NA,367,20899,1
妇女,1.433333,3.143 ,5.619 ,1.625 ,1789,27782,4
驯马师,NA,NA,NA,NA,NA,NA,1
玩球员,NA,NA,NA,NA,NA,NA,1
收音机,NA,NA,NA,NA,1371,26628,2
小吃,NA,NA,NA,NA,286,19823,1
员工,1.5,NA,NA,NA,3365,30527,2
羊毛,1.608696,NA,NA,NA,221,18692,1
高丽菜,NA,NA,NA,NA,NA,NA,2
半工装,NA,NA,NA,NA,NA,NA,1
女球员,NA,NA,NA,NA,NA,NA,1
运动,2.576923,6.308 ,6.455 ,2.933 ,5732,3284,4
鲨鱼人偶,NA,NA,NA,NA,NA,NA,1
渡轮,1.782609,NA,NA,NA,224,18751,2
孩子吃,NA,NA,NA,NA,NA,NA,1
飞盘玩家,NA,NA,NA,NA,NA,NA,1
稀粥,NA,NA,NA,NA,18,7782,1
狗娃娃,NA,NA,NA,NA,NA,NA,1
钢琴,1.194444,NA,NA,NA,2194,28669,1
酒店床,NA,NA,NA,NA,NA,NA,1
牛扒,NA,NA,NA,NA,NA,NA,1
雨伞桶,NA,NA,NA,NA,NA,NA,1
庞克夹克,NA,NA,NA,NA,NA,NA,1
划艇,NA,NA,NA,NA,6,1301,8
螺旋桨,NA,NA,NA,NA,137,16628,2
毛巾,1.314286,4.200 ,5.909 ,1.800 ,1377,26646,4
水果盘,NA,NA,NA,NA,NA,NA,2
意大利面,NA,NA,NA,NA,NA,NA,34
棚,NA,NA,NA,NA,462,21903,2
阿姨,NA,6.500 ,5.773 ,1.333 ,2361,28987,1
校车,NA,NA,NA,NA,NA,NA,11
帆,NA,NA,NA,NA,325,20374,5
住宅,1.478261,5.250 ,5.818 ,1.769 ,489,22148,1
人行通道,NA,NA,NA,NA,NA,NA,1
打网球,NA,NA,NA,NA,NA,NA,1
教会,1.896552,NA,NA,NA,1878,27993,5
饼皮,NA,NA,NA,NA,NA,NA,2
猫尾巴,NA,NA,NA,NA,NA,NA,1
水面,NA,NA,NA,NA,56,22742,2
汽车盖子,NA,NA,NA,NA,NA,NA,1
烤香蕉,NA,NA,NA,NA,NA,NA,1
四轮驱动车,NA,NA,NA,NA,NA,NA,2
赛艇,NA,NA,NA,NA,48,12041,4
西装套装,NA,NA,NA,NA,NA,NA,1
楼宇,NA,NA,NA,NA,3,0,2
臂,NA,NA,NA,NA,471,21987,1
男人头部,NA,NA,NA,NA,NA,NA,1
靠垫,NA,NA,NA,NA,69,13617,1
小朋友,NA,NA,NA,NA,1359,2659,8
海,NA,NA,NA,NA,5282,32485,6
滑翔机,NA,NA,NA,NA,6,1301,10
马路,1.346154,5.000 ,6.318 ,1.417 ,1067,25539,3
桅杆,2.464286,NA,NA,NA,75,13979,1
蝴蝶结,NA,NA,NA,NA,152,17076,21
爬梯,NA,NA,NA,NA,NA,NA,1
沙地,NA,NA,NA,NA,83,14472,1
午餐,NA,NA,NA,NA,423,3152,3
束带,NA,NA,NA,NA,NA,NA,1
帮助,2.28,4.692 ,6.409 ,1.400 ,29908,40014,2
体育场,NA,NA,NA,NA,355,20755,1
水禽,NA,NA,NA,NA,3,0,1
亚洲餐,NA,NA,NA,NA,NA,NA,1
旅游车,NA,NA,NA,NA,24,9031,1
灰姑娘,NA,NA,NA,NA,459,21875,2
灶台,1.583333,NA,NA,NA,15,699,2
钟,NA,NA,NA,NA,742,3396,39
战车,NA,NA,NA,NA,224,18751,1
聚餐,NA,NA,NA,NA,256,19345,2
男性后背,NA,NA,NA,NA,NA,NA,1
滑冰,NA,NA,NA,NA,704,23729,2
烹饪凳,NA,NA,NA,NA,NA,NA,1
妈妈,1.166667,5.308 ,6.818 ,1.077 ,76699,44104,5
运动员的腿,NA,NA,NA,NA,NA,NA,1
球员,1.73913,NA,NA,NA,1705,27574,56
裁判,2.038462,NA,NA,NA,118,25977,14
轮船,1.36,5.417 ,6.773 ,1.385 ,143,16812,3
保安,1.625,NA,NA,NA,4045,31326,1
脸,NA,NA,NA,NA,15182,3707,18
车轮,NA,NA,NA,NA,34,20569,1
桥面,NA,NA,NA,NA,12,6021,2
救生服,NA,NA,NA,NA,NA,NA,1
消防车,NA,NA,NA,NA,155,1716,43
双板,NA,NA,NA,NA,NA,NA,2
光头男,NA,NA,NA,NA,NA,NA,1
打字,1.444444,NA,NA,NA,218,18633,1
盖布,NA,NA,NA,NA,NA,NA,1
西红寺,NA,NA,NA,NA,NA,NA,1
飞行玩具,NA,NA,NA,NA,NA,NA,1
速降滑雪,NA,NA,NA,NA,NA,NA,1
到,NA,NA,NA,NA,415942,51447,1
玫瑰花玻璃瓶,NA,NA,NA,NA,NA,NA,1
中国餐馆,NA,NA,NA,NA,NA,NA,1
河水,NA,NA,NA,NA,256,19345,2
打电话,NA,NA,NA,NA,33652,40527,1
酸奶,NA,NA,NA,NA,635,23284,1
出轿车,NA,NA,NA,NA,NA,NA,1
餐馆门牌,NA,NA,NA,NA,NA,NA,1
葡萄酒,NA,NA,NA,NA,966,25105,2
笔记本电,NA,NA,NA,NA,NA,NA,1
厨房卓,NA,NA,NA,NA,NA,NA,1
洗漱用品,NA,NA,NA,NA,NA,NA,1
水,NA,NA,NA,NA,22598,38797,25
男人和小狗娃娃,NA,NA,NA,NA,NA,NA,1
雨棚,NA,NA,NA,NA,NA,NA,1
清濛,NA,NA,NA,NA,NA,NA,1
案件,2.782609,3.750 ,6.136 ,2.357 ,4704,31981,1
运动上衣,NA,NA,NA,NA,NA,NA,1
咖啡厅,NA,NA,NA,NA,NA,NA,3
喷射,NA,NA,NA,NA,322,20334,12
游戏机手柄,NA,NA,NA,NA,NA,NA,1
风帆,2.269231,NA,NA,NA,48,12041,1
樱花树,NA,NA,NA,NA,6,301,2
茶,NA,NA,NA,NA,3711,30952,13
披萨料,NA,NA,NA,NA,NA,NA,1
颈子,NA,NA,NA,NA,NA,NA,1
长发,NA,NA,NA,NA,391,21173,2
瑞士军刀,NA,NA,NA,NA,NA,NA,3
百吉饼,NA,NA,NA,NA,NA,NA,7
猫床,NA,NA,NA,NA,NA,NA,1
乒乓球,NA,NA,NA,NA,224,18751,1
小妹妹,NA,NA,NA,NA,NA,NA,1
遮阳棚,NA,NA,NA,NA,NA,NA,8
盘子,1.290323,5.000 ,6.273 ,1.357 ,1595,27284,46
冰淇淋,NA,NA,NA,NA,166,27459,4
马甲,2.038462,NA,NA,NA,128,16335,23
胸部,1.652174,NA,NA,NA,2352,28971,6
鲨鱼服装,NA,NA,NA,NA,NA,NA,1
阿婆,NA,NA,NA,NA,21,8451,1
滑板,NA,NA,NA,NA,772,24133,17
老师,1.347826,5.917 ,6.773 ,1.286 ,11563,35887,1
削苹果,NA,NA,NA,NA,NA,NA,1
灯罩,NA,NA,NA,NA,51,12304,1
上身,NA,NA,NA,NA,492,22175,3
红色礼服,NA,NA,NA,NA,NA,NA,3
宠物鼠,NA,NA,NA,NA,NA,NA,1
天,NA,NA,NA,NA,151014,47047,1
红色的,NA,NA,NA,NA,NA,NA,2
巨嘴鸟风筝,NA,NA,NA,NA,NA,NA,1
大厅,1.346154,NA,NA,NA,2218,28716,1
鹦鹉鸟,NA,NA,NA,NA,NA,NA,1
外袍,NA,NA,NA,NA,NA,NA,1
跳台滑雪,NA,NA,NA,NA,NA,NA,1
宝宝车,NA,NA,NA,NA,NA,NA,1
上层,NA,2.231 ,5.318 ,2.692 ,385,21106,1
皮砸,NA,NA,NA,NA,NA,NA,1
卷饼,NA,NA,NA,NA,NA,NA,4
高脚杯,NA,NA,NA,NA,33,10414,4
长袖,NA,NA,NA,NA,104,15441,3
身体,1.461538,4.643 ,6.476 ,1.786 ,14201,3678,4
水瓶,NA,NA,NA,NA,NA,NA,3
短袖衬衫,NA,NA,NA,NA,NA,NA,1
衫,NA,NA,NA,NA,686,23617,2
推车,NA,NA,NA,NA,NA,NA,6
酒杯,1.428571,NA,NA,NA,274,19638,12
滑翔器,NA,NA,NA,NA,NA,NA,1
丹顶鹤,NA,NA,NA,NA,3,0,1
扶手,1.347826,NA,NA,NA,182,17853,1
北极熊,NA,NA,NA,NA,197,18195,8
守门员,NA,NA,NA,NA,155,1716,13
套房床,NA,NA,NA,NA,NA,NA,1
老人,NA,6.182 ,6.545 ,1.846 ,1878,27993,32
男孩,1.458333,NA,NA,NA,14246,36793,387
炸物,NA,NA,NA,NA,NA,NA,1
黑伞,NA,NA,NA,NA,NA,NA,1
网球运动员,NA,NA,NA,NA,NA,NA,29
病人,1.5,5.000 ,6.409 ,1.333 ,10177,35333,6
果盘,NA,NA,NA,NA,21,8451,7
喝,NA,NA,NA,NA,41745,41463,3
馅饼,1.409091,NA,NA,NA,1893,28028,10
项链,NA,NA,NA,NA,1997,28261,6
木桥,NA,NA,NA,NA,6,301,6
卡车,1.208333,2.786 ,5.864 ,1.938 ,46,31884,221
铁路桥下侧,NA,NA,NA,NA,NA,NA,1
滑翔伞,NA,NA,NA,NA,39,11139,8
杯子,1.314286,3.909 ,5.955 ,2.417 ,1613,27332,44
花瓶,1.448276,NA,NA,NA,522,2243,1
被,NA,NA,NA,NA,195833,48175,3
摊子,NA,NA,NA,NA,83,14472,1
主持人,NA,NA,NA,NA,141,26749,1
洗车场,NA,NA,NA,NA,NA,NA,1
鲨鱼玩偶,NA,NA,NA,NA,NA,NA,1
安全帽,NA,NA,NA,NA,72,13802,3
桌子和书桌,NA,NA,NA,NA,NA,NA,1
红酒,NA,NA,NA,NA,NA,NA,2
脚,NA,NA,NA,NA,11435,35839,4
女棒球手,NA,NA,NA,NA,NA,NA,1
动物园馆屋顶,NA,NA,NA,NA,NA,NA,1
汤,NA,NA,NA,NA,6,301,7
喇叭,1.36,3.600 ,6.409 ,2.000 ,596,2301,1
酱,NA,NA,NA,NA,1663,27466,6
骑手,NA,NA,NA,NA,238,19031,3
饼馅,NA,NA,NA,NA,NA,NA,1
粉红裙子,NA,NA,NA,NA,NA,NA,1
浴缸,1.225806,NA,NA,NA,1252,26232,264
博饼,NA,NA,NA,NA,NA,NA,5
桥底,NA,NA,NA,NA,NA,NA,1
茶花,1.483871,NA,NA,NA,6,301,1
街灯,1.538462,NA,NA,NA,42,11461,1
娘服,NA,NA,NA,NA,NA,NA,1
贩售卖处,NA,NA,NA,NA,NA,NA,1
恤,NA,NA,NA,NA,1386,26675,52
坐在桌子上的女孩,NA,NA,NA,NA,NA,NA,1
杂志,1.434783,5.846 ,5.682 ,2.071 ,7139,33793,1
婚纱,1.347826,NA,NA,NA,996,25237,35
胸毛,NA,NA,NA,NA,NA,NA,1
料,NA,NA,NA,NA,2274,28825,1
太空人,NA,NA,NA,NA,179,17782,1
羊群,1.5,NA,NA,NA,119,16021,11
包馅面包,NA,NA,NA,NA,NA,NA,1
闲聊,2.791667,NA,NA,NA,513,22355,1
麦圈,NA,NA,NA,NA,NA,NA,1
聚会,1.931034,NA,NA,NA,6576,33436,3
床单,NA,NA,NA,NA,823,24409,8
鲜花,1.148148,4.714 ,5.810 ,1.583 ,733,23909,1
砖,NA,NA,NA,NA,575,22856,3
公交车座位,NA,NA,NA,NA,NA,NA,1
梯子,NA,NA,NA,NA,704,23729,2
餐盒,NA,NA,NA,NA,24,9031,1
白人,1.62963,NA,NA,NA,4904,32162,1
奶牛,NA,NA,NA,NA,465,21931,85
运输车,NA,NA,NA,NA,8,14314,1
妇人,NA,4.889 ,5.318 ,2.000 ,313,20212,3
酒吧台,NA,NA,NA,NA,NA,NA,1
饺子,1.233333,4.667 ,5.591 ,1.438 ,161,17324,1
符号,2.375,6.700 ,5.864 ,2.067 ,99,25211,1
门面,2.413793,NA,NA,NA,78,1415,1
倒酒,NA,NA,NA,NA,NA,NA,1
气球,NA,3.273 ,6.286 ,2.167 ,888,24742,5
玩,NA,NA,NA,NA,38851,4115,1
城楼,NA,NA,NA,NA,3,0,7
人,NA,NA,NA,NA,581026,52898,1322
稀饭,NA,NA,NA,NA,21,8451,1
机动车,NA,NA,NA,NA,39,11139,1
废墟,2.111111,NA,NA,NA,513,22355,3
牵牛花,NA,NA,NA,NA,8,14314,1
猫粮,NA,NA,NA,NA,NA,NA,8
吉普,NA,NA,NA,NA,638,23304,2
苹果,1.259259,3.667 ,5.737 ,1.800 ,2283,28842,2
大车,NA,NA,NA,NA,9,4771,2
酒柜台,NA,NA,NA,NA,NA,NA,1
反光镜,NA,NA,NA,NA,33,10414,7
包心菜,NA,NA,NA,NA,6,301,2
越南粉,NA,NA,NA,NA,NA,NA,1
坚果,NA,NA,NA,NA,513,22355,2
野餐桌,NA,NA,NA,NA,NA,NA,5
打手,2.205882,NA,NA,NA,373,20969,1
文,NA,NA,NA,NA,3249,30374,1
电视遥控器,NA,NA,NA,NA,NA,NA,1
烟囱,1.32,5.429 ,5.182 ,2.250 ,331,20453,2
木桩,NA,NA,NA,NA,194,18129,3
废车,NA,NA,NA,NA,NA,NA,1
人们,NA,4.500 ,6.182 ,2.188 ,23818,39025,8
打鸡蛋,NA,NA,NA,NA,NA,NA,1
鸡蛋卷,NA,NA,NA,NA,NA,NA,1
溜板人,NA,NA,NA,NA,NA,NA,1
沙发,1.4,3.917 ,6.000 ,1.615 ,2707,29581,256
浴室,1.321429,NA,NA,NA,228,28837,5
救护车,NA,NA,NA,NA,2468,2918,2
烤肉,1.625,NA,NA,NA,864,24624,6
西装背心,NA,NA,NA,NA,NA,NA,2
画,NA,NA,NA,NA,11313,35792,1
地毯,NA,3.273 ,6.045 ,2.667 ,1786,27774,1
情侣,1.466667,NA,NA,NA,873,24669,4
厢式轿车,NA,NA,NA,NA,NA,NA,1
青少年,NA,NA,NA,NA,127,26294,1
紫罗兰花,NA,NA,NA,NA,NA,NA,1
面包,1.115385,4.833 ,6.524 ,1.429 ,358,30795,637
苹果刀,NA,NA,NA,NA,NA,NA,1
捅,NA,NA,NA,NA,1774,27745,1
龙舟,1.384615,NA,NA,NA,15,699,1
订书机,NA,NA,NA,NA,131,16435,6
帽子,1.233333,3.455 ,6.364 ,1.533 ,4629,31912,20
毕业袍,NA,NA,NA,NA,NA,NA,1
高地牛,NA,NA,NA,NA,NA,NA,1
门脸,NA,NA,NA,NA,6,301,3
空间,3.538462,4.200 ,6.318 ,1.833 ,4427,31717,1
办公设备,NA,NA,NA,NA,NA,NA,1
蔬菜汁,NA,NA,NA,NA,NA,NA,1
玩具车,NA,NA,NA,NA,NA,NA,1
棒球小子,NA,NA,NA,NA,NA,NA,2
人脸,NA,NA,NA,NA,89,14771,9
汽车引擎盖,NA,NA,NA,NA,NA,NA,3
帖子,NA,NA,NA,NA,NA,NA,1
塔台,NA,NA,NA,NA,134,16532,1
腿,NA,NA,NA,NA,1117,35737,22
汽修店,NA,NA,NA,NA,NA,NA,1
烧烤盘,NA,NA,NA,NA,NA,NA,3
楼,NA,NA,NA,NA,10672,35539,40
麋鹿,1.333333,NA,NA,NA,137,16628,1
滑雪,1.857143,NA,NA,NA,897,24786,14
奶油蛋糕,NA,NA,NA,NA,NA,NA,5
母女,NA,NA,NA,NA,325,20374,2
路牌,1.5,NA,NA,NA,98,15185,8
网球爱好者,NA,NA,NA,NA,NA,NA,1
宠物狗,NA,NA,NA,NA,NA,NA,5
松饼,NA,NA,NA,NA,NA,NA,3
柜子,NA,5.250 ,5.727 ,1.429 ,981,25172,4
挂钟,1.361111,NA,NA,NA,18,7782,1
雨伞,1.541667,NA,NA,NA,206,18388,18
航班,1.923077,NA,NA,NA,2626,2945,6
河流,1.576923,5.800 ,5.727 ,1.833 ,468,21959,1
马场,NA,NA,NA,NA,NA,NA,1
鸡块,NA,NA,NA,NA,NA,NA,1
街球手,NA,NA,NA,NA,NA,NA,1
电灯,1.375,5.000 ,6.182 ,1.688 ,125,16232,1
石板路,NA,NA,NA,NA,NA,NA,1
繁殖,2.347826,3.400 ,5.182 ,3.929 ,373,20969,1
栈道,2.185185,NA,NA,NA,12,6021,1
洋白菜,NA,NA,NA,NA,3,0,1
点,NA,NA,NA,NA,231514,48902,1
女主,NA,NA,NA,NA,NA,NA,1
牛背,NA,NA,NA,NA,NA,NA,2
罗威勒狗,NA,NA,NA,NA,NA,NA,1
鸟头,NA,NA,NA,NA,NA,NA,1
沙发床,NA,NA,NA,NA,21,8451,6
浴盆,NA,NA,NA,NA,295,19956,11
吊车,NA,NA,NA,NA,11,15682,2
变薄,NA,NA,NA,NA,NA,NA,1
遮布,NA,NA,NA,NA,NA,NA,1
吃,NA,NA,NA,NA,6,301,3
食物亭子,NA,NA,NA,NA,NA,NA,1
睡觉,1.25,6.333 ,6.409 ,1.364 ,11921,3602,1
店员,1.703704,NA,NA,NA,361,20828,1
妻子,1.434783,2.889 ,6.227 ,1.727 ,19358,38125,1
石桥,NA,NA,NA,NA,36,10792,1
玛芬,NA,NA,NA,NA,24,9031,1
米饭,1.290323,6.200 ,6.714 ,1.571 ,438,21673,1
海滩,1.387097,NA,NA,NA,3306,30449,9
格子衬衫,NA,NA,NA,NA,NA,NA,1
塑胶桶,NA,NA,NA,NA,NA,NA,1
着色,2.875,NA,NA,NA,57,12788,1
直升机,NA,NA,NA,NA,2784,29703,1
船屋,NA,NA,NA,NA,NA,NA,2
滑雪衣,NA,NA,NA,NA,NA,NA,1
滚轮椅,NA,NA,NA,NA,NA,NA,1
小车,NA,NA,NA,NA,23,18865,3
祖父母,NA,NA,NA,NA,259,19395,1
男人和女人,NA,NA,NA,NA,NA,NA,2
雪撬棒,NA,NA,NA,NA,NA,NA,1
咕噜头,NA,NA,NA,NA,NA,NA,1
卤,NA,NA,NA,NA,42,11461,1
冲浪选手,NA,NA,NA,NA,NA,NA,3
房屋,NA,4.071 ,6.909 ,1.462 ,1008,25289,28
铁碗,NA,NA,NA,NA,NA,NA,1
行车镜,NA,NA,NA,NA,NA,NA,1
书包,NA,5.733 ,6.182 ,1.214 ,277,19685,10
网球选手,NA,NA,NA,NA,NA,NA,9
军用机,NA,NA,NA,NA,6,301,1
包包,NA,NA,NA,NA,NA,NA,1
野餐,1.538462,NA,NA,NA,757,24048,1
液体,1.869565,4.900 ,6.000 ,1.800 ,802,24298,1
亚洲冲浪者,NA,NA,NA,NA,NA,NA,1
平台,NA,NA,NA,NA,611,23118,2
城市,1.76,4.714 ,5.955 ,2.214 ,9983,35249,1
米,NA,NA,NA,NA,9044,3482,2
驴,NA,NA,NA,NA,608,23096,2
